Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,98.9593811035156,102.073249816895,106.338317871094,106.835159301758,107.392593383789,108.205253601074,106.920852661133,105.484657287598,104.706443786621,104.242218017578,104.612831115723,105.181137084961,105.170249938965,106.533248901367,107.419021606445,108.529960632324,110.916412353516,110.543716430664,111.798652648926,111.41381072998,112.890327453613,113.822677612305,111.93628692627,111.060409545898,109.327690124512,108.025177001953,106.742797851562,104.983322143555,105.975929260254,106.054359436035,106.783172607422,108.026321411133,115.996246337891,117.028938293457,118.707679748535,118.842308044434,118.265777587891,117.879203796387,117.964279174805,118.93872833252,121.223358154297,122.232933044434,73.4393615722656,..,..,..,..,..,..,70.4845275878906,68.532600402832,72.1719284057617,76.7474822998047,81.3138580322266
"School enrollment, primary, male (% net)",SE.PRM.NENR.MA,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,90.91126,..,98.75743,..,..,..,..,99.04287,97.72327,96.6011,95.40417,94.22702,93.85757,94.87068,95.53236,96.44669,99.1881,98.88485,98.93645,98.72691,..,..,..,..,..,99.99182,98.99943,97.023,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.85176,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,6.05555009841919,5.74641990661621,5.3023099899292,5.12478017807007,5.11674976348877,5.16655015945435,5.29544019699097,..,..,..,4.83102989196777,4.75668001174927,4.56949996948242,4.49595022201538,4.46752977371216,4.46646022796631,4.31475019454956,3.65090990066528,3.54183006286621,3.58396005630493,3.54509997367859,3.68370008468628,3.68951988220215,3.81574988365173,3.91215991973877,3.94757008552551,4.00771999359131,..,4.18956995010376,4.18015003204346,4.32687997817993,4.42856979370117,4.22411012649536,4.21020984649658,4.42392015457153,4.32595014572144,4.14537000656128,4.26004981994629,4.15298986434937,4.19156980514526,4.24827003479004,4.02327013015747,3.93720006942749,..,..,..,..,..,..,5.73737001419067,6.08619022369385,6.21412992477417,6.11065006256104,6.66729021072388
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,36.2742309570312,39.018180847168,41.4602584838867,43.029598236084,43.4126205444336,44.6115913391113,45.1130485534668,46.3539695739746,47.5500297546387,46.635570526123,46.1836891174316,46.7617416381836,48.5295104980469,51.2318496704102,53.2235298156738,54.7710418701172,55.343448638916,54.1437110900879,52.7029685974121,50.2651405334473,48.0100402832031,45.8358192443848,45.0889015197754,44.1066284179688,43.2628517150879,42.482120513916,42.4340896606445,43.1899795532227,43.2545585632324,43.7118301391602,44.8389511108398,46.175178527832,60.3702812194824,63.2146301269531,66.2456588745117,67.4928436279297,68.0717620849609,68.490966796875,69.7070083618164,70.8321380615234,72.3000030517578,73.1369705200195,47.5814208984375,..,..,..,..,..,..,39.0727806091309,39.4595794677734,39.6268081665039,39.4672088623047,38.736930847168
"School enrollment, secondary (% net)",SE.SEC.NENR,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,26.20454,..,35.44812,35.64222,36.104,38.50914,40.64411,41.45388,42.96459,42.38675,40.02883,..,..,..,..,..,..,..,..,..,..,..,..,..,38.13992,37.54465,37.4799,38.52008,38.49961,39.32775,40.96619,41.03979,57.42479,60.93327,64.02818,63.8259,65.38093,65.9656,66.07245,66.79607,68.82457,72.30405,48.50187,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary (gross), gender parity index (GPI)",SE.ENR.SECO.FM.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,0.353329986333847,0.371809989213943,0.387860000133514,0.411089986562729,0.439639985561371,0.459679991006851,0.489259988069534,0.511250019073486,0.537670016288757,0.571009993553162,0.589659988880157,0.601570010185242,0.618690013885498,0.635500013828278,0.661970019340515,0.682380020618439,0.688560009002686,0.704020023345947,0.707459986209869,0.727299988269806,0.735589981079102,0.762549996376038,0.803290009498596,0.811649978160858,0.832570016384125,0.872919976711273,0.898630023002625,0.899550020694733,0.916689991950989,0.919059991836548,0.904030025005341,0.911949992179871,0.938080012798309,0.948090016841888,0.956969976425171,0.970529973506927,0.990710020065308,0.998849987983704,1.0046900510788,1.00241994857788,0.997900009155273,0.999369978904724,0.994440019130707,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,19.3315200805664,21.5664596557617,23.5900001525879,25.4746494293213,26.8913192749023,28.4585494995117,29.996789932251,31.7034492492676,33.5669403076172,34.1693115234375,34.4695281982422,35.2998809814453,37.2550888061523,39.9307098388672,42.4898490905762,44.4892311096191,45.1554985046387,44.7340698242188,43.649959564209,42.3051109313965,40.672119140625,39.6379508972168,40.1701202392578,39.5098114013672,39.2904090881348,39.5804786682129,40.1524314880371,40.8907699584961,41.3719711303711,41.8427505493164,42.4856414794922,43.8788604736328,58.0821113586426,60.973819732666,64.111328125,65.7816696166992,67.0424194335938,67.7757873535156,69.3705520629883,70.5109329223633,71.8534393310547,72.8255767822266,47.3244400024414,..,..,..,..,..,..,40.9866714477539,41.2969818115234,42.0501708984375,42.0292587280273,41.8100318908691
"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,14.57018,..,20.21817,21.58367,22.94764,25.1567,27.31791,28.7257,30.62815,31.27506,30.00673,..,..,..,..,..,..,..,..,..,..,..,..,..,35.25775,35.4178,35.76629,36.61892,36.97529,37.84165,39.04989,39.29134,55.84693,59.39974,62.79255,62.90708,65.10803,65.98292,66.35944,66.96466,68.75115,72.18354,48.07895,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,52.4217987060547,55.6158714294434,58.4386901855469,59.716739654541,59.1408004760742,60.010669708252,59.5456314086914,60.3635711669922,60.9419097900391,58.590259552002,57.4312400817871,57.773681640625,59.354850769043,62.0902709960938,63.5362701416016,64.6519317626953,65.1371536254883,63.1891708374023,61.4024314880371,57.9095306396484,55.0510597229004,51.7815208435059,49.8025894165039,48.5114402770996,47.0706214904785,45.265209197998,44.6234893798828,45.3970794677734,45.0615615844727,45.5062713623047,47.0993309020996,48.3817481994629,62.5663299560547,65.3649063110352,68.2907028198242,69.1307678222656,69.0583572387695,69.1774826049805,70.0292434692383,71.1395263671875,72.7271499633789,73.4346389770508,47.8265991210938,..,..,..,..,..,..,37.240421295166,37.7016983032227,37.3109397888184,37.0173301696777,35.7977714538574
"School enrollment, secondary, male (% net)",SE.SEC.NENR.MA,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,37.77743,..,50.50787,49.50979,49.05772,51.64118,53.74466,53.95761,55.06812,53.26981,49.82359,..,..,..,..,..,..,..,..,..,..,..,..,..,40.90974,39.5881,39.12637,40.34748,39.96501,40.75517,42.80277,42.71066,58.92338,62.38114,65.18964,64.68819,65.63726,65.94929,65.80146,66.63655,68.8941,72.41835,48.90337,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, secondary, private (% of total secondary)",SE.SEC.PRIV.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.89109992980957,4.8723201751709,4.8005199432373,4.54778003692627,4.25415992736816,4.04719018936157,4.09611988067627,3.99717998504639,3.83616995811462,3.93016004562378,3.8457601070404,3.87773990631104,4.19133996963501,3.95539999008179,3.59591007232666,..,..,..,..,..,..,7.14993000030518,7.46120977401733,7.63906002044678,7.35735988616943,7.81049013137817
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,7.44881010055542,9.05167007446289,8.76581001281738,9.25117969512939,10.0957202911377,10.5725002288818,12.514949798584,13.64564037323,14.8926601409912,14.2631502151489,16.7165508270264,16.6946296691894,16.3920593261719,16.3762092590332,17.0832099914551,17.1959095001221,16.7907009124756,18.1158409118652,17.166259765625,17.3862705230713,17.3162403106689,16.5408096313477,16.5476303100586,15.1282196044922,14.5729703903198,..,..,..,..,..,..,12.6482696533203,13.2320003509522,15.2420597076416,18.2976398468018,20.8499908447266,21.3354091644287,21.8033008575439,22.903039932251,24.7345008850098,24.5282592773438,28.8359394073486,31.4127197265625,44.4609794616699,47.8358993530273,43.7606582641602,..,..,..,..,..,..,..,..
"School enrollment, tertiary (gross), gender parity index (GPI)",SE.ENR.TERT.FM.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,0.257099986076355,0.275880008935928,0.264959990978241,0.280420005321503,0.30647999048233,0.347420006990433,0.329789996147156,0.370539993047714,0.376179993152618,0.414950013160706,0.422390013933182,0.492500007152557,0.477640002965927,0.506730020046234,0.515479981899261,0.549560010433197,0.562870025634766,0.56029999256134,0.558440029621124,0.635609984397888,0.645640015602112,0.665289998054504,0.701150000095367,0.708419978618622,0.716120004653931,..,..,..,..,..,..,0.844359993934631,0.869889974594116,0.829089999198914,0.875010013580322,0.895929992198944,0.853709995746613,0.878690004348755,0.911159992218018,0.858120024204254,0.988749980926514,0.974900007247925,0.993759989738464,1.03523004055023,1.11324000358581,1.14654004573822,..,..,..,..,..,..,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,3.01283001899719,3.89401006698608,3.65104007720947,4.02931022644043,4.70796012878418,5.41909980773926,6.16679000854492,7.33458995819092,8.0968599319458,8.3286304473877,9.89013004302979,10.9859600067139,10.5666198730469,10.9849300384522,11.5846099853516,12.1575202941894,12.0559396743774,12.9678497314453,12.2616500854492,13.478349685669,13.553750038147,13.1860504150391,13.6116104125977,12.5198497772217,12.1378402709961,..,..,..,..,..,..,11.5706796646118,12.3023996353149,13.8044500350952,17.0644798278809,19.6910591125488,19.6328105926514,20.3809795379639,21.8238105773926,22.8172798156738,24.3869705200195,28.4622097015381,31.3121795654297,45.2856788635254,50.8346405029297,47.3806610107422,..,..,..,..,..,..,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,11.7185297012329,14.114800453186,13.7794399261475,14.3689098358154,15.3614501953125,15.5982303619385,18.6990509033203,19.7945594787598,21.5236091613769,20.0714607238769,23.4145393371582,22.3063106536865,22.1227798461914,21.6782398223877,22.4736404418945,22.1223392486572,21.4186496734619,23.1444206237793,21.9568901062012,21.2053508758545,20.9927806854248,19.8201198577881,19.41330909729,17.6729202270508,16.9494800567627,..,..,..,..,..,..,13.7034196853638,14.1424703598022,16.6501502990723,19.5019493103027,21.9783191680908,22.9971504211426,23.1947193145752,23.9516105651856,26.5899391174316,24.664529800415,29.1949405670166,31.5086803436279,43.6901206970215,45.0779685974121,40.4373092651367,..,..,..,..,..,..,..,..
Scientific and technical journal articles,IP.JRN.ARTC.SC,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.89,71.69,70.26,84.71,100.09,94.91,83.03,104.24,135.8,145.5,134.43,154.12,202.05,158.98,232.2,267.35,300.7,247.36,236.44,269.4,277.7,258.29,308.59,345.94,475.52,543.34,584.3,..,..
"Secondary education, duration (years)",SE.SEC.DURS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6
"Secondary education, general pupils",SE.SEC.ENRL.GC,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,315803,353030,388473,415816,434281,463348,485873,520044,552677,563875,577990,600716,643847,701330,757228,814917,855453,868779,869381,856942,847783,849530,845631,846550,841964,846778,865042,889860,925335,955290,1010157,1064919,1997946,2120654,2267027,2350694,2445871,2525970,2562568,2625382,2697578,2746937,1768571,..,..,..,..,..,..,..,..,..,..,..
"Secondary education, general pupils (% female)",SE.SEC.ENRL.GC.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,26.65269,27.66592,28.3232,29.41445,30.76902,31.70943,33.00595,33.93194,34.99675,36.23835,36.91154,37.66971,38.51676,39.39016,40.24125,40.79618,40.92978,41.24018,41.32699,41.53782,41.63506,42.59885,43.71197,43.82458,44.35831,45.08265,45.77928,46.10332,46.21526,46.43302,46.22905,46.63096,47.2742,47.41509,47.60336,47.96179,48.52807,48.81455,49.0257,49.03283,48.96548,49.08241,49.02664,..,..,..,..,..,..,..,..,..,..,..
"Secondary education, pupils",SE.SEC.ENRL,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,327639,367298,406102,437997,458327,488409,512187,545468,579739,588865,604327,635355,687435,755095,815071,870383,912117,925381,933661,923532,914250,902819,916950,923030,928882,935048,957664,1000549,1029769,1069040,1124752,1182424,2119690,2249116,2389383,2464688,2549444,2626228,2664335,2731825,2820911,2875612,1857140,..,..,..,..,..,..,1234977,1287257,1321091,1353625,1355588
"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,26.00606,26.94324,27.72087,28.85111,30.21009,31.13374,32.47701,33.43239,34.53416,35.86696,36.55951,36.98877,37.60399,38.19202,39.11806,39.80627,39.99081,40.49532,40.58657,41.23073,41.48329,42.34116,43.59703,43.83357,44.44784,45.61338,46.33535,46.37064,46.8441,46.88702,46.42143,46.56646,47.11661,47.23327,47.35528,47.6666,48.2,48.46609,48.68359,48.67907,48.5876,48.66474,48.5608,..,..,..,..,..,..,..,..,..,..,..
"Secondary education, teachers",SE.SEC.TCHR,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,15045,17397,21064,22092,23289,24895,23743,24449,28300,32606,..,35357,40119,45035,48599,53250,58431,59966,61241,51002,54115,55029,58659,61510,62080,62917,64661,..,53612,60582,62592,65218,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53486,54596
"Secondary education, teachers (% female)",SE.SEC.TCHR.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,22.4260597229004,28.3841991424561,29.5860195159912,..,30.1988105773926,30.1506309509277,..,23.3547401428223,24.770320892334,21.8334007263184,..,22.1342296600342,22.6152191162109,22.7556304931641,22.8091106414795,25.359619140625,28.750150680542,30.402229309082,32.1418685913086,40.1278381347656,41.3619117736816,42.6320686340332,41.9031982421875,41.3298683166504,42.8205490112305,42.653018951416,44.2229499816895,..,..,50.0742797851562,51.2046318054199,51.3094482421875,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.9325790405273,71.6389465332031
"Secondary education, teachers, female",SE.SEC.TCHR.FE,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,3374,4938,6232,..,7033,7506,..,5710,7010,7119,..,7826,9073,10248,11085,13504,16799,18231,19684,20466,22383,23460,24580,25422,26583,26836,28595,..,..,30336,32050,33463,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37939,39112
"Secondary education, vocational pupils",SE.SEC.ENRL.VO,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,11836,14268,17629,22181,24046,25061,26314,25424,27062,24990,26337,34639,43588,53765,57843,55466,56664,56602,64280,66590,66467,53289,71319,76480,86918,88270,92622,110689,104434,113750,114595,117505,121744,128462,122356,113994,103573,100258,101767,106443,123333,128675,88569,..,..,..,..,..,..,..,..,..,..,..
"Secondary education, vocational pupils (% female)",SE.SEC.ENRL.VO.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,8.75296,9.06224,14.44778,18.29043,20.11561,20.49,22.71034,23.21429,25.08684,27.48699,28.83396,25.17971,24.12132,22.56301,24.41436,25.26232,25.81533,29.06258,30.5725,37.27887,39.54744,38.23303,42.23419,43.93305,45.31512,50.70466,51.52879,48.51973,52.41588,50.69978,48.11728,45.98187,44.53033,44.23176,42.75883,41.57938,40.45263,39.68661,40.06898,39.95378,40.32254,39.7482,39.25866,..,..,..,..,..,..,..,..,..,..,..
"Secondary income receipts (BoP, current US$)",BX.TRF.CURR.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1143200000,782400000,1628800000,1522000000,1851000000,1400000000,1304200000,1231500000,1213900000,759400000,761400000,537200000,227200000,91000000,238000000,320600000,543000000,597000000,610000000,630000000,504000000,533000000,491000000,495000000,512000000,499000000,743000000,690000000,763000000,770000000,1040466463.41463,1335000000,1247382402.62212,1449765050.0231,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Secondary income, other sectors, payments (BoP, current US$)",BM.TRF.PRVT.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000000,2000000,160000000,169500000,180000000,180000000,494000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Secure Internet servers,IT.NET.SECR,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6,7,28,26,24,44,110,227,323,386,686,1004,1773,2201,2810
Secure Internet servers (per 1 million people),IT.NET.SECR.P6,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.266875173274266,0.305969490995274,1.23024128151071,1.1999861355448,1.18380209512254,2.2651668104876,5.73100715573553,11.8077461727818,16.4982407410009,18.9647655291705,32.589957665835,46.4195049951595,78.9327016580275,93.2839655882614,113.89078481694
"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.101532255441,60.2231606230592,59.3712788416735,59.1012829958002,58.4521771934359,58.2684349298923,57.9191326584782,57.1451126763009,55.0103011233033,53.2335307879688,53.3041581859036,48.2061041347783,43.225292538969,38.7664867426327,34.31467403824,30.2991157653517,31.1241922305578,28.1494023011685,21.6348295196746,24.1265053609564,16.9564216289384,15.9399613489812,15.4092382433018,14.8650639687646,13.7108660719233,13.0947303184412,12.4401981151641,11.8717321500392,11.3043569374653,11.2550177095632,11.0572657634082,10.8929171293103,10.646585147629,..
"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.7609376405393,52.5737028848223,52.4815417318279,52.310279795319,52.1158946678336,51.8210950257303,51.5362515140847,51.0016514724401,50.8705371739157,50.736199721389,50.2359209438149,49.7331349676291,49.2446061672603,48.7350385612728,47.7076418232557,46.8203532683095,48.5359622479859,39.7807730566268,40.6643521855763,38.7039868933046,40.9569434754811,40.4352118467786,41.4659011411166,41.1161982901888,40.597702092478,40.3185445980453,39.8843568435126,39.5739401620382,39.2377270238816,39.2916636527689,39.1979051783959,39.0179510909581,38.8376131298314,..
"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.2140034852705,53.9924143112095,53.8282154783723,53.606531571943,53.3347488432909,52.9671377361609,52.5853723720527,51.9364731574945,51.5735499518782,51.1901309338344,50.7610946325302,49.4690348734646,48.1935202630443,47.1110626448276,45.6778524013688,44.4982984206475,46.2596031689267,38.229639783661,38.1800930800745,36.8130191067704,37.3981607549554,36.7948146714152,37.5992669165438,37.2881663730359,36.6744646100938,36.2955115467279,35.7673165514972,35.3427205555796,34.8806367596053,34.970588991246,34.851944046187,34.666009583651,34.480858389007,..
"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,329500000,259200000,376300000,364800000,431300000,483000000,559500000,512000000,655600000,566200000,600000000,667000000,893400000,873600000,1064600000,1280600000,1595000000,1863000000,1899000000,1792000000,1582000000,1666000000,1651000000,1699000000,1781000000,1559000000,1353000000,2613100000,2910000000,2924000000,3861348442.12,4415315151.32007,4798415719.05055,7333041020.10109,..,..,..,..,..,..,..,..,..,..,..,..,..,..
